李健	懂得	574928931	0
李健	故乡	574921534	0
李健	山歌好比春江水	551842898	0
李健	水流众生	526904666	0
李健	雾中列车	525241956	8358
李健	城市之光	519250117	3438
李健	春风十里不如你	473571905	29915
李健	你一言我一语	436046438	6424
李健	等我遇见你	410629836	8189
李健	等待黎明	33941470	1163
李健	深海之寻	33856275	3470
李健	美若黎明	33668985	15294
李健	日落之前	33856276	1925
李健	沧海轻舟	33856277	2869
李健	雨后初晴	33856278	2089
李健	众妙	33856279	1317
李健	迷雾	33856282	2722
李健	风吹黄昏	33856281	1892
李健	消失的月光	33856280	2615
李健	假如爱有天意	33248189	49402
李健	向往	110334	11363
李健	抚仙湖	110212	4169
李健	为你而来	110312	1468
李健	异乡人	110236	27258
李健	风吹麦浪	110215	13145
李健	远	110375	1486
李健	你像从前一样	27731457	369
李健	绽放	110367	1419
李健	八月照相馆	110403	2553
李健	恋人	110338	417
李健	丽江	27731455	740
李健	当有天老去	110041	1069
李健	一往情深的恋人	110065	4496
李健	今生今世遥不可及	27570222	243
李健	父亲	110330	1458
李健	传奇 - Bonus Tracks	27747331	262
李健	如果可以 - Bonus Tracks	27747332	1369
李健	月光	25638272	5380
李健	如果可以	109949	181
李健	心升明月	109968	4013
李健	Color Me Love	109973	826
李健	回到从前	109982	510
李健	舍得	109986	1701
李健	珍爱深深	109990	1426
李健	依然在路上	109994	1550
李健	贝加尔湖畔	109998	58550
李健	眷恋	110002	1202
李健	凌晨两点	110009	2360
李健	谢谢你	110013	2660
李健	我愿人长久	110026	3741
李健	徜徉	406737143	227
李健	好望角	110099	259
李健	温暖	110407	1209
李健	在每个想你的夜里	110079	897
李健	童年	110218	1012
李健	遥远的天空底下	110139	729
李健	风花树	406737148	503
李健	想念你	110241	1014
李健	年轻的心	406730219	257
李健	传奇	110411	6497
李健	什刹海	110398	653
李健	最美的春天	29729149	1197
李健	似水流年	110371	2505
李健	璀璨	110060	2118
李健	圣洁之光	110070	696
李健	完美坚持	110075	1374
李健	故乡山川	110083	4083
李健	Lily	110087	919
李健	爱的四季	110091	857
李健	转眼瞬间	110095	463
李健	戏迷人生	110123	1050
李健	露天电影院	110143	267
李健	矜持	110149	10460
李健	陀螺	110154	1600
李健	溺爱	110158	519
李健	大海啊，故乡	110162	1322
李健	梦一场	110167	13077
李健	窗台	110171	489
李健	绒花	110175	479
李健	再别康桥	110179	1626
李健	最后时刻	110195	509
李健	超越	110221	387
李健	松花江	110226	1062
李健	天狐	110231	904
李健	小鸟睡在我身旁	110246	1111
李健	不知不觉	110316	322
李健	一辈子的十分钟	110383	1023
李健	在海上	110320	299
李健	明天还会在路上	110325	206
李健	云上的日子	110341	307
李健	纵身一跳	110343	158
李健	今生今世 遥不可及	110393	1171
李健	紫罗兰	110414	1731
