杨宗纬	星	1343027558	0
杨宗纬	Money Money	1313363482	0
杨宗纬	爱不得	536096147	2665
杨宗纬	越过山丘	490602750	86599
杨宗纬	天龙八部	479223325	5218
杨宗纬	咱们相爱吧	524913054	0
杨宗纬	真相禁区	37092918	1339
杨宗纬	天灯	35288210	1452
杨宗纬	我变了 我没变	32098468	25825
杨宗纬	空白格	29562333	8703
杨宗纬	歌路	28138348	235
杨宗纬	没有天空的城市	28138349	221
杨宗纬	重来	28138350	161
杨宗纬	闪耀	27725480	157
杨宗纬	歌未央	27556443	1010
杨宗纬	横扫天下之笑天下	26562746	392
杨宗纬	其实都没有	25788001	121817
杨宗纬	忘了我	25986220	19186
杨宗纬	想对你说	26075534	7153
杨宗纬	低回	26075547	1757
杨宗纬	初爱	26075548	36408
杨宗纬	没有什么不能	26075549	1223
杨宗纬	无邪	26075550	653
杨宗纬	无常	26075551	542
杨宗纬	出走	26075552	430
杨宗纬	这一路走来	26075553	25123
杨宗纬	底细	175973	3022
杨宗纬	怀珠	175974	2927
杨宗纬	光影	175975	654
杨宗纬	被遗忘的	175977	1600
杨宗纬	馋	175979	1560
杨宗纬	因为单身的缘故	175981	3220
杨宗纬	前戏	175983	1487
杨宗纬	蛮荒情场	175985	1135
杨宗纬	唱错歌词	175987	825
杨宗纬	时间神偷	175989	1038
杨宗纬	那个男人	175991	27657
杨宗纬	爱我的请举手	176018	101
杨宗纬	让	176047	5243
杨宗纬	幸福的风	176049	4098
杨宗纬	鸽子	176051	1272
杨宗纬	洋葱	176053	32083
杨宗纬	重来好不好	176055	5413
杨宗纬	One Day	176057	611
杨宗纬	谁会改变我	176058	154
杨宗纬	存爱	176059	800
杨宗纬	对爱渴望	176060	2219
杨宗纬	回忆沙漠	176062	4968
杨宗纬	你看	176063	321
